Detector type,Radius in m,Angle in rad,Height in m,Ring number,x in m,y in m,z in m
LAPPD,1.26776,2.35212,-0.787533,,-0.892786,-0.787533,0.90009
LAPPD,1.26829,2.32709,-0.878257,,-0.870339,-0.878257,0.922537
LAPPD,1.26784,2.3443,-0.723191,,-0.885777,-0.723191,0.907098
LAPPD,1.26785,2.34422,-0.759128,,-0.885699,-0.759128,0.907176
LAPPD,1.26805,2.33456,-0.768286,,-0.877042,-0.768286,0.915833
LAPPD,1.26793,2.33964,-0.753239,,-0.881596,-0.753239,0.911279
LAPPD,1.26852,2.32138,-0.836096,,-0.86522,-0.836096,0.927655
LAPPD,1.26908,2.31043,-0.797848,,-0.855386,-0.797848,0.937489
LAPPD,1.27015,2.2948,-0.827417,,-0.841331,-0.827417,0.951545
LAPPD,1.26988,2.29835,-0.821556,,-0.844522,-0.821556,0.948353
LAPPD,1.26908,2.3104,-0.699735,,-0.855361,-0.699735,0.937514
LAPPD,1.27155,2.27893,-0.867515,,-0.827034,-0.867515,0.965841
LAPPD,1.26983,2.29901,-0.700039,,-0.845122,-0.700039,0.947754
LAPPD,1.27134,2.28112,-0.831777,,-0.829007,-0.831777,0.963868
LAPPD,1.2704,2.29162,-0.700507,,-0.838472,-0.700507,0.954403
LAPPD,1.2708,2.28692,-0.758199,,-0.834242,-0.758199,0.958634
LAPPD,1.27145,2.27991,-0.776643,,-0.827923,-0.776643,0.964953
LAPPD,1.27132,2.28127,-0.719891,,-0.829146,-0.719891,0.96373
LAPPD,1.26787,2.36954,-0.706427,,-0.9084,-0.706427,0.884476
LAPPD,1.27151,2.27928,-0.690679,,-0.827355,-0.690679,0.96552
LAPPD,1.26776,2.36023,-0.720472,,-0.900054,-0.720472,0.892822
LAPPD,1.27166,2.43458,0.0915511,,-0.966849,0.0915511,0.826026
LAPPD,1.27141,2.4321,0.0981476,,-0.96461,0.0981476,0.828266
LAPPD,1.26985,2.41372,-0.108084,,-0.948059,-0.108084,0.844816
LAPPD,1.26812,2.38032,0.0635492,,-0.918071,0.0635492,0.874804
LAPPD,1.26785,2.34419,0.0913733,,-0.885673,0.0913733,0.907202
LAPPD,1.26806,2.37806,0.0555938,,-0.916044,0.0555938,0.876832
LAPPD,1.27024,2.41882,-0.0328733,,-0.952648,-0.0328733,0.840227
LAPPD,1.2685,2.3906,0.000354708,,-0.927288,0.000354708,0.865587
LAPPD,1.2679,2.37145,0.0115355,,-0.910114,0.0115355,0.882762
LAPPD,1.26808,2.37883,0.0106688,,-0.916735,0.0106688,0.876141
LAPPD,1.26925,2.40479,-0.0560379,,-0.940034,-0.0560379,0.852841
LAPPD,1.26797,2.33768,0.0368127,,-0.879836,0.0368127,0.91304
LAPPD,1.26775,2.35598,-0.0104701,,-0.896242,-0.0104701,0.896633
LAPPD,1.26971,2.30067,0.0836621,,-0.846612,0.0836621,0.946263
LAPPD,1.2678,2.34806,0.0150962,,-0.889144,0.0150962,0.903732
LAPPD,1.26781,2.36532,-0.0788462,,-0.904615,-0.0788462,0.88826
LAPPD,1.2709,2.28584,0.0203007,,-0.833265,0.0203007,0.95961
LAPPD,1.2678,2.3478,-0.0918081,,-0.888916,-0.0918081,0.90396
LAPPD,1.26984,2.29887,-0.0129248,,-0.84499,-0.0129248,0.947885
LAPPD,1.27066,2.28854,0.0192148,,-0.835701,0.0192148,0.957175
LAPPD,1.26787,2.34295,-0.0765825,,-0.884568,-0.0765825,0.908307
LAPPD,1.26777,2.35094,-0.085822,,-0.891728,-0.085822,0.901147
LAPPD,1.2701,2.29538,-0.047968,,-0.841851,-0.047968,0.951024
LAPPD,1.27012,2.29513,-0.0368657,,-0.841631,-0.0368657,0.951244
LAPPD,1.29108,2.26967,-0.00643943,,-0.830623,-0.00643943,0.988403
LAPPD,1.26776,2.35436,-0.0012689,,-0.894792,-0.0012689,0.898083
LAPPD,1.27391,2.28955,-0.11,,-0.838805,-0.11,0.958776
LAPPD,1.26776,2.35944,-0.0652358,,-0.899344,-0.0652358,0.893531
LAPPD,1.26818,2.33031,0.863509,,-0.873229,0.863509,0.919646
LAPPD,1.26936,2.30583,0.878576,,-0.851253,0.878576,0.941622
LAPPD,1.26839,2.32454,0.877557,,-0.868055,0.877557,0.92482
LAPPD,1.28201,2.41007,0.6725,,-0.954015,0.6725,0.856383
LAPPD,1.26837,2.38738,0.701685,,-0.924403,0.701685,0.868472
LAPPD,1.26976,2.29995,0.716348,,-0.845964,0.716348,0.946912
LAPPD,1.26968,2.4113,0.674436,,-0.94589,0.674436,0.846986
LAPPD,1.27247,-3.05549,-0.778183,,-1.26775,-0.778183,-0.109424
LAPPD,1.27172,-3.06259,-0.79565,,-1.26775,-0.79565,-0.100371
LAPPD,1.26793,-3.12474,-0.831896,,-1.26775,-0.831896,-0.0213627
LAPPD,1.26783,3.13077,-0.814293,,-1.26775,-0.814293,0.0137246
LAPPD,1.26784,3.12998,-0.81709,,-1.26775,-0.81709,0.0147253
LAPPD,1.26885,3.10005,-0.877346,,-1.26775,-0.877346,0.0527006
LAPPD,1.2701,3.08077,-0.85858,,-1.26775,-0.85858,0.0772076
LAPPD,1.2697,3.08628,-0.865106,,-1.26775,-0.865106,0.0701897
LAPPD,1.27137,3.06618,-0.723875,,-1.26775,-0.723875,0.0957801
LAPPD,1.27209,3.05898,-0.0374596,,-1.26775,-0.0374596,0.104968
LAPPD,1.26776,3.13992,0.10661,,-1.26775,0.10661,0.00211553
LAPPD,1.27064,3.07417,0.00282141,,-1.26775,0.00282141,0.085603
LAPPD,1.27095,-3.07063,0.784919,,-1.26775,0.784919,-0.090112
LAPPD,1.26777,3.13695,0.798493,,-1.26775,0.798493,0.00588692
LAPPD,1.2684,-2.32432,-0.821157,,-0.867851,-0.821157,-0.925024
LAPPD,1.26791,-2.34069,0.0874463,,-0.882539,0.0874463,-0.910337
LAPPD,1.27015,-2.41757,-0.107567,,-0.951523,-0.107567,-0.841352
LAPPD,1.2721,-2.43891,0.778697,,-0.970756,0.778697,-0.82212
LAPPD,1.26941,-2.30507,0.875173,,-0.850571,0.875173,-0.942305
LAPPD,1.26793,-2.33977,0.807997,,-0.881717,0.807997,-0.911158
LAPPD,1.2705,-2.42199,0.712696,,-0.955509,0.712696,-0.837367
,,,,,,,
,,,,,,,
,,,,,,,
PMT,1.09972,-1.32776,-0.681467,1,0.264648,-0.681467,-1.0674
PMT,1.09972,-1.32776,-0.2537,,0.264648,-0.2537,-1.0674
PMT,1.09972,-1.32776,0.174067,,0.264648,0.174067,-1.0674
PMT,1.19881,-1.04089,-1.10923,,0.605947,-1.10923,-1.0344
PMT,1.09972,-1.02843,0.174067,,0.567633,0.174067,-0.941902
PMT,1.19881,-0.52991,-1.10923,,1.0344,-1.10923,-0.605947
PMT,1.09972,-0.542363,0.174067,,0.941901,0.174067,-0.567633
PMT,1.19881,-0.255488,-1.10923,,1.1599,-1.10923,-0.302961
PMT,1.19881,-0.255488,-0.2537,,1.1599,-0.2537,-0.302961
PMT,1.19881,-0.255488,1.0296,,1.1599,1.0296,-0.302961
PMT,1.19881,0.52991,-1.10923,,1.0344,-1.10923,0.605947
PMT,1.09972,0.542363,-0.681467,,0.941901,-0.681467,0.567633
PMT,1.19881,0.52991,-0.2537,,1.0344,-0.2537,0.605947
PMT,1.09972,0.542363,0.174067,,0.941901,0.174067,0.567633
PMT,1.09972,0.542363,0.601833,,0.941901,0.601833,0.567633
PMT,1.19881,0.52991,1.0296,,1.0344,1.0296,0.605947
PMT,1.19881,1.04089,-1.10923,,0.605947,-1.10923,1.0344
PMT,1.19881,1.04089,-0.681467,,0.605947,-0.681467,1.0344
PMT,1.09972,1.02843,-0.2537,,0.567633,-0.2537,0.941902
PMT,1.09972,1.02843,0.174067,,0.567633,0.174067,0.941902
PMT,1.09972,1.32776,-0.681467,,0.264648,-0.681467,1.0674
PMT,1.09972,1.32776,-0.2537,,0.264648,-0.2537,1.0674
PMT,1.09972,1.32776,0.174067,,0.264648,0.174067,1.0674
PMT,1.19881,1.82628,-1.10923,,-0.302961,-1.10923,1.1599
PMT,1.09972,1.81383,-0.2537,,-0.264648,-0.2537,1.0674
PMT,1.09972,1.81383,0.174067,,-0.264648,0.174067,1.0674
PMT,1.19881,2.10071,-1.10923,,-0.605947,-1.10923,1.0344
PMT,1.09972,2.11316,-0.2537,,-0.567633,-0.2537,0.941902
PMT,1.09972,2.11316,0.174067,,-0.567633,0.174067,0.941902
PMT,1.09972,2.11316,0.601833,,-0.567633,0.601833,0.941902
PMT,1.09972,2.59923,-0.681467,,-0.941901,-0.681467,0.567633
PMT,1.09972,2.59923,-0.2537,,-0.941901,-0.2537,0.567633
PMT,1.09972,2.59923,0.174067,,-0.941901,0.174067,0.567633
PMT,1.09972,2.59923,0.601833,,-0.941901,0.601833,0.567633
PMT,1.09972,2.89856,-0.681467,,-1.0674,-0.681467,0.264648
PMT,1.19881,2.8861,-0.2537,,-1.1599,-0.2537,0.302961
PMT,1.09972,2.89856,0.174067,,-1.0674,0.174067,0.264648
PMT,1.09972,2.89856,0.601833,,-1.0674,0.601833,0.264648
PMT,1.09972,-2.89856,-0.2537,,-1.0674,-0.2537,-0.264648
PMT,1.09972,-2.89856,0.174067,,-1.0674,0.174067,-0.264648
PMT,1.09972,-2.11316,0.174067,,-0.567633,0.174067,-0.941902
PMT,1.09972,-1.81383,-0.681467,,-0.264648,-0.681467,-1.0674
PMT,1.19881,-1.82628,-0.2537,,-0.302961,-0.2537,-1.1599
PMT,1.19881,-1.82628,1.0296,,-0.302961,1.0296,-1.1599
PMT,0.85,-0.981748,1.5327,,0.472235,1.5327,-0.706749
PMT,0.85,-2.15984,1.5327,,-0.472235,1.5327,-0.706749
PMT,0.85,2.55254,1.5327,,-0.706749,1.5327,0.472235
PMT,0.85,0.589049,1.5327,,0.706749,1.5327,0.472235
PMT,0.85,0.196349,1.5327,,0.833668,1.5327,0.165827
PMT,0.785877,1.86721,-1.63144,,-0.22955,-1.63144,0.751605
PMT,0.520334,2.02769,-1.63144,,-0.22955,-1.63144,0.466963
PMT,0.293145,-2.47037,-1.63144,,-0.22955,-1.63144,-0.182321
PMT,0.785877,-1.86721,-1.63144,,-0.22955,-1.63144,-0.751605
PMT,0.785877,1.27438,-1.63144,,0.22955,-1.63144,0.751605
PMT,0.520334,1.11391,-1.63144,,0.22955,-1.63144,0.466963
PMT,0.785877,-1.27438,-1.63144,,0.22955,-1.63144,-0.751605
PMT,0.832042,0.595866,-1.63144,,0.68865,-1.63144,0.466963
PMT,1.38673,-1.29662,-0.903534,,0.375462,-0.903534,-1.33493
LAPPD,1.26788,-1.58461,0.713466,,-0.0175084,0.713466,-1.26775
LAPPD,1.26853,-0.750511,0.0516998,,0.927725,0.0516998,-0.865151
LAPPD,1.26914,-0.738662,0.0271666,,0.938365,0.0271666,-0.854511
LAPPD,1.26776,-0.781978,0.797325,,0.899504,0.797325,-0.893372
LAPPD,1.2713,-0.710745,0.820232,,0.963484,0.820232,-0.829391
LAPPD,1.26863,-0.0370954,-0.838867,,1.26775,-0.838867,-0.0470494
LAPPD,1.26801,-0.0199549,0.0784385,,1.26775,0.0784385,-0.0253013
LAPPD,1.2712,0.711803,-0.7785,,0.96253,-0.7785,0.830345
LAPPD,1.27001,0.72578,-0.847688,,0.949945,-0.847688,0.84293
LAPPD,1.26777,0.790563,-0.801046,,0.891808,-0.801046,0.901068
LAPPD,1.26786,0.79819,-0.820834,,0.88497,-0.820834,0.907905
LAPPD,1.26799,0.804812,-0.674662,,0.879032,-0.674662,0.913843
LAPPD,1.26828,0.814203,-0.771391,,0.870609,-0.771391,0.922267
LAPPD,1.27091,0.855912,-0.719888,,0.833122,-0.719888,0.959754
LAPPD,1.27063,0.852722,-0.785491,,0.835995,-0.785491,0.956881
LAPPD,1.27188,0.833289,-0.6725,,0.855272,-0.6725,0.941381
LAPPD,1.26787,1.5572,-0.69779,,0.0172349,-0.69779,1.26775
LAPPD,1.27287,1.66052,-0.855218,,-0.114049,-0.855218,1.26775
LAPPD,1.26915,1.5239,0.0204509,,0.0594921,0.0204509,1.26775
LAPPD,1.27438,1.5391,0.11,,0.0403883,0.11,1.27373
LAPPD,1.27099,1.49944,-0.00516774,,0.0906197,-0.00516774,1.26775
LAPPD,1.27106,1.49862,-0.0101302,,0.0916556,-0.0101302,1.26775
LAPPD,1.27073,1.5023,-0.0604255,,0.0869682,-0.0604255,1.26775
LAPPD,1.26875,1.53119,-0.0426505,,0.0502406,-0.0426505,1.26775
LAPPD,1.27028,1.63393,0.821887,,-0.0801411,0.821887,1.26775
LAPPD,1.26795,1.58843,0.766327,,-0.0223597,0.766327,1.26775
LAPPD,1.26779,1.56323,0.736345,,0.00958897,0.736345,1.26775
LAPPD,1.283,2.44556,-0.78589,,-0.98456,-0.78589,0.822632
LAPPD,1.27011,2.4171,-0.683688,,-0.951101,-0.683688,0.841774
LAPPD,1.26784,2.36783,-0.713356,,-0.906873,-0.713356,0.886002
LAPPD,1.28014,2.35574,0.11,,-0.904784,0.11,0.905604
LAPPD,1.26903,2.31135,0.0802801,,-0.85621,0.0802801,0.936666
LAPPD,1.28138,2.44567,-0.0210337,,-0.983408,-0.0210337,0.821481
LAPPD,1.27199,2.43781,0.0658589,,-0.969767,0.0658589,0.823109
LAPPD,1.27108,2.4286,0.014471,,-0.961454,0.014471,0.831421
LAPPD,1.26843,2.3235,-0.00929518,,-0.867115,-0.00929518,0.925761
LAPPD,1.26824,2.38373,0.0681113,,-0.921132,0.0681113,0.871743
LAPPD,1.26823,2.38367,0.018339,,-0.921073,0.018339,0.871803
LAPPD,1.26871,2.395,0.0235881,,-0.931243,0.0235881,0.861632
LAPPD,1.2678,2.36502,0.105142,,-0.904353,0.105142,0.888523
LAPPD,1.26792,2.37221,0.0714425,,-0.910796,0.0714425,0.882079
LAPPD,1.26784,2.36761,0.00382346,,-0.906672,0.00382346,0.886203
LAPPD,1.26786,2.34311,-0.0476298,,-0.884705,-0.0476298,0.90817
LAPPD,1.27602,2.44605,-0.0271849,,-0.979605,-0.0271849,0.817678
LAPPD,1.26825,2.38405,0.0928108,,-0.921411,0.0928108,0.871465
LAPPD,1.26815,2.33123,0.857534,,-0.874057,0.857534,0.918818
LAPPD,1.26779,2.36397,0.837087,,-0.90341,0.837087,0.889465
LAPPD,1.26795,2.37396,0.853707,,-0.912364,0.853707,0.880511
LAPPD,1.29056,2.43798,0.85391,,-0.984063,0.85391,0.834963
LAPPD,1.2707,2.42433,0.85035,,-0.957616,0.85035,0.835259
LAPPD,1.27126,2.43043,0.819652,,-0.963111,0.819652,0.829764
LAPPD,1.26782,2.34572,0.696773,,-0.887045,0.696773,0.90583
LAPPD,1.28646,2.33787,0.680446,,-0.892848,0.680446,0.926178
LAPPD,1.26923,2.40443,0.71922,,-0.939708,0.71922,0.853168
LAPPD,1.28655,2.37783,0.672856,,-0.929197,0.672856,0.889829
LAPPD,1.26785,2.34391,0.817416,,-0.885429,0.817416,0.907446
LAPPD,1.27062,3.07442,-0.827217,,-1.26775,-0.827217,0.0852805
LAPPD,1.26905,-3.09643,0.0518922,,-1.26775,0.0518922,-0.0572971
LAPPD,1.26893,-3.09846,0.0637294,,-1.26775,0.0637294,-0.0547131
LAPPD,1.26779,3.13397,0.0306736,,-1.26775,0.0306736,0.00966606
LAPPD,1.27519,3.13455,0.11,,-1.27516,0.11,0.00897978
LAPPD,1.27093,3.07085,0.0406368,,-1.26775,0.0406368,0.0898393
LAPPD,1.28876,3.07917,0.102779,,-1.28625,0.102779,0.080392
LAPPD,1.27075,-3.1049,0.8925,,-1.2699,0.8925,-0.0466145
LAPPD,1.26793,-3.12507,0.882872,,-1.26775,0.882872,-0.0209471
LAPPD,1.26951,-3.08895,0.850806,,-1.26775,0.850806,-0.0668037
LAPPD,1.27123,-3.06764,0.817024,,-1.26775,0.817024,-0.0939259
LAPPD,1.27056,-3.07512,0.824907,,-1.26775,0.824907,-0.0843932
LAPPD,1.27087,-3.07161,0.813678,,-1.26775,0.813678,-0.0888643
LAPPD,1.29093,-3.05634,0.706074,,-1.28625,0.706074,-0.109927
LAPPD,1.26914,3.09478,0.868009,,-1.26775,0.868009,0.0593843
LAPPD,1.27227,-3.05732,0.711813,,-1.26775,0.711813,-0.107095
LAPPD,1.27157,-3.06414,0.740807,,-1.26775,0.740807,-0.0983826
LAPPD,1.26787,-3.12817,0.838392,,-1.26775,0.838392,-0.0170123
LAPPD,1.27103,-3.06981,0.760399,,-1.26775,0.760399,-0.0911645
LAPPD,1.27234,-3.05664,0.72416,,-1.26775,0.72416,-0.107962
LAPPD,1.26972,-3.08601,0.795945,,-1.26775,0.795945,-0.0705415
LAPPD,1.27036,-3.0775,0.769469,,-1.26775,0.769469,-0.0813612
LAPPD,1.26989,-3.08353,0.782253,,-1.26775,0.782253,-0.0736954
LAPPD,1.26878,-3.10133,0.805923,,-1.26775,0.805923,-0.0510699
LAPPD,1.26829,-3.11259,0.828726,,-1.26775,0.828726,-0.0367795
LAPPD,1.26914,3.09488,0.852826,,-1.26775,0.852826,0.0592613
LAPPD,1.26822,-3.11442,0.811266,,-1.26775,0.811266,-0.0344571
LAPPD,1.26825,-3.11353,0.873771,,-1.26775,0.873771,-0.03559
LAPPD,1.26852,-3.10684,0.801954,,-1.26775,0.801954,-0.0440739
LAPPD,1.27067,-3.07379,0.740854,,-1.26775,0.740854,-0.086086
LAPPD,1.27052,-3.07556,0.75007,,-1.26775,0.75007,-0.0838412
LAPPD,1.27033,-3.07793,0.746158,,-1.26775,0.746158,-0.080817
LAPPD,1.26843,-3.10903,0.783015,,-1.26775,0.783015,-0.0412952
LAPPD,1.26869,-3.10317,0.773886,,-1.26775,0.773886,-0.0487294
LAPPD,1.26817,-3.11584,0.774505,,-1.26775,0.774505,-0.0326541
LAPPD,1.26782,3.13147,0.815268,,-1.26775,0.815268,0.0128348
LAPPD,1.26896,-3.09796,0.742841,,-1.26775,0.742841,-0.0553529
LAPPD,1.26986,3.08397,0.818204,,-1.26775,0.818204,0.0731373
LAPPD,1.26978,-3.08515,0.691943,,-1.26775,0.691943,-0.0716364
LAPPD,1.26968,-3.08646,0.693082,,-1.26775,0.693082,-0.0699657
LAPPD,1.26857,-3.10572,0.719571,,-1.26775,0.719571,-0.0454991
LAPPD,1.26776,3.14021,0.771545,,-1.26775,0.771545,0.00175391
LAPPD,1.26815,-3.11659,0.721666,,-1.26775,0.721666,-0.0317097
LAPPD,1.26789,-3.12672,0.73275,,-1.26775,0.73275,-0.0188528
LAPPD,1.26893,3.09853,0.782846,,-1.26775,0.782846,0.0546223
LAPPD,1.26808,-3.1188,0.69812,,-1.26775,0.69812,-0.0288964
LAPPD,1.26836,3.11081,0.76057,,-1.26775,0.76057,0.0390372
LAPPD,1.26937,3.09108,0.743342,,-1.26775,0.743342,0.0640873
LAPPD,1.27038,3.07728,0.754814,,-1.26775,0.754814,0.0816396
LAPPD,1.26932,3.09191,0.728807,,-1.26775,0.728807,0.0630395
LAPPD,1.29005,3.0648,0.676053,,-1.28625,0.676053,0.0989635
LAPPD,1.27203,-2.43825,0.724528,,-0.970163,0.724528,-0.822713
,,,,,,,
,,,,,,,
,,,,,,,
